reduced_formulas,descriptive_formulas,bandgap
Ag1Sb1S2,AgSbS2,1.33
Ag1Sb1S2,AgSbS2,1.33
Ag1Sb1S2,AgSbS2,1.33
Ag1Sb1S2,AgSbS2,1.99
Ag1Sb1S2,AgSbS2,1.9
Ag1Sb1S2,AgSbS2,1.88
Ag1Sb1S2,AgSbS2,1.99
Ag1Sb1S2,AgSbS2,1.99
Ag1Sb1S2,AgSbS2,1.99
Ag1Sb1S2,AgSbS2,1.99
Ag1Sb1S2,AgSbS2,1.88
Ag1Sb1S2,AgSbS2,1.88
Ag1Sb1S2,AgSbS2,1.88
Ag1Sb1S2,AgSbS2,1.88
Ag1Sb1S2,AgSbS2,1.9
Ag1Sb1S2,AgSbS2,1.9
Ag1Sb1S2,AgSbS2,1.2
Ag1Sb1S2,AgSbS2,1.9
Ag1Sb1S2,AgSbS2,1.9
Ag3As1S3,Ag3AsS3,2.235
Ag3As1S3,Ag3AsS3,2.177
Ag3As1S3,Ag3AsS3,1.98
Ag3As1S3,Ag3AsS3,2.2
Ag3As1S3,Ag3AsS3,1.86
Ag3As1S3,Ag3AsS3,2.096
Ag3As1S3,Ag3AsS3,2.067
Ag3As1S3,Ag3AsS3,2.1
Ag3As1S3,Ag3AsS3,2.177
Ag3As1S3,Ag3AsS3,2.235
Ag3As1S3,Ag3AsS3,2.03
Ag3As1S3,Ag3AsS3,2.0
Ag3Sb1S3,Ag3SbS3,2.2
Ag3Sb1S3,Ag3SbS3,2.2
Ag3Sb1S3,Ag3SbS3,2.2
Ag3Sb1S3,Ag3SbS3,2.096
Ag3Sb1S3,Ag3SbS3,2.096
Ag3Sb1S3,Ag3SbS3,2.096
Ag3Sb1S3,Ag3SbS3,1.81
Ag3Sb1S3,Ag3SbS3,1.81
Ag3Sb1S3,Ag3SbS3,1.81
Ag3Sb1S3,Ag3SbS3,1.75
Ag3Sb1S3,Ag3SbS3,1.75
Ag3Sb1S3,Ag3SbS3,1.75
Ag3Sb1S3,Ag3SbS3,1.77
Ag3Sb1S3,Ag3SbS3,1.77
Ag3Sb1S3,Ag3SbS3,1.77
Ag3Sb1S3,Ag3SbS3,2.096
Ag3Sb1S3,Ag3SbS3,2.129
Ag3Sb1S3,Ag3SbS3,2.172
Ag3Sb1S3,Ag3SbS3,2.328
Ag3Sb1S3,Ag3SbS3,2.052
Ag3Sb1S3,Ag3SbS3,2.077
Ag3Sb1S3,Ag3SbS3,2.171
Ag3Sb1S3,Ag3SbS3,2.022
Ag1Bi1S2,AgBiS2,0.9
Ag1Bi1S2,AgBiS2,0.9
Cu3As1Se4,Cu3AsSe4,0.65
Cu3As1Se4,Cu3AsSe4,0.88
Cu3As1Se4,Cu3AsSe4,0.88
Cu3As1Se4,Cu3AsSe4,0.88
Cu3As1Se4,Cu3AsSe4,0.42
Cu3As1Se4,Cu3AsSe4,0.42
Cu3As1Se4,Cu3AsSe4,0.26
Cu3As1Se4,Cu3AsSe4,0.26
Ag7As1Se6,Ag7AsSe6,1.0
Cu3Sb1Se4,Cu3SbSe4,0.31
Cu3Sb1Se4,Cu3SbSe4,0.31
Cu3Sb1Se4,Cu3SbSe4,0.4
Cu3Sb1Se4,Cu3SbSe4,0.4
Ag1Sb1Se2,AgSbSe2,0.58
Ag1Sb1Se2,AgSbSe2,0.58
Ag1Sb1Se2,AgSbSe2,0.58
Ag1Sb1Se2,AgSbSe2,0.67
Ag1Sb1Se2,AgSbSe2,0.67
Ag1Sb1Se2,AgSbSe2,0.67
Ag1Sb1Se2,AgSbSe2,0.6499999999999999
Ag1Sb1Se2,AgSbSe2,0.85
Ag1Sb1Se2,AgSbSe2,0.74
Ag1Sb1Se2,AgSbSe2,0.58
Ag1Sb1Se2,AgSbSe2,0.62
Ag1Bi1Se2,AgBiSe2,0.34
Ag1Bi1Se2,AgBiSe2,0.34
Ag1Bi1Se2,AgBiSe2,0.34
Cu3V1S4,Cu3VS4,1.0
Cu3V1S4,Cu3VS4,1.0
Cu3Nb1S4,Cu3NbS4,2.75
Cu3Nb1S4,Cu3NbS4,2.75
Cu3Ta1S4,Cu3TaS4,3.0
Cu3Ta1S4,Cu3TaS4,3.0
Cu1Fe1S2,CuFeS2,0.43
Cu1Fe1S2,CuFeS2,0.43
Cu1Fe1S2,CuFeS2,0.53
Cu1Fe1S2,CuFeS2,0.53
Cu1Fe1S2,CuFeS2,0.53
Cu1Fe1S2,CuFeS2,0.5
Cu1Fe1Se2,CuFeSe2,0.16
Cu1Fe1Se2,CuFeSe2,0.16
Cu1Fe1Se2,CuFeSe2,0.15
Ag1Fe1Se2,AgFeSe2,0.23
Ag1Fe1Se2,AgFeSe2,0.23
Hg0.95Cd0.05Se1,Hg0.95Cd0.05Se,0.125
Hg0.925Cd0.075Se1,Hg0.925Cd0.075Se,0.065
Hg0.81Cd0.19Se1,Hg0.81Cd0.19Se,0.125
Zn0.99Cd0.01Se1,Zn0.99Cd0.01Se,3.6
Zn0.99Cd0.01Se1,Zn0.99Cd0.01Se,3.7
Zn0.75Cd0.25Se1,Zn0.75Cd0.25Se,3.2
Zn0.75Cd0.25Se1,Zn0.75Cd0.25Se,3.3
Zn0.5Cd0.5Se1,Zn0.5Cd0.5Se,2.9
Zn0.5Cd0.5Se1,Zn0.5Cd0.5Se,3.0
Zn0.43Cd0.57Se1,Zn0.43Cd0.57Se,2.8
Zn0.43Cd0.57Se1,Zn0.43Cd0.57Se,2.9
Zn0.15Cd0.85Se1,Zn0.15Cd0.85Se,2.5
Zn0.15Cd0.85Se1,Zn0.15Cd0.85Se,2.6
Zn0.01Cd0.99Se1,Zn0.01Cd0.99Se,2.4
Zn0.01Cd0.99Se1,Zn0.01Cd0.99Se,2.5
Zn0.99Hg0.01Se1,Zn0.99Hg0.01Se,2.6
Zn0.9Hg0.1Se1,Zn0.9Hg0.Se,1.75
Zn0.85Hg0.15Se1,Zn0.85Hg0.15Se,1.8
Zn0.8Hg0.2Se1,Zn0.8Hg0.2Se,1.4
Zn0.75Hg0.25Se1,Zn0.75Hg0.25Se,1.4
Zn0.65Hg0.35Se1,Zn0.65Hg0.35Se,1.0
Zn0.55Hg0.45Se1,Zn0.55Hg0.45Se,0.8
Zn0.5Hg0.5Se1,Zn0.5Hg0.5Se,0.75
Zn0.5Hg0.5Se1,Zn0.5Hg0.5Se,0.6
Zn0.4Hg0.6Se1,Zn0.4Hg0.6Se,0.5
Zn0.4Hg0.6Se1,Zn0.4Hg0.6Se,0.42
Hg0.99Cd0.01Se1,Hg0.99Cd0.01Se,1.72
Hg0.9Cd0.1Se1,Hg0.9Cd0.Se,1.3
Hg0.9Cd0.1Se1,Hg0.9Cd0.Se,1.32
Hg0.9Cd0.1Se1,Hg0.9Cd0.Se,1.5
Hg0.8Cd0.2Se1,Hg0.8Cd0.2Se,0.95
Hg0.8Cd0.2Se1,Hg0.8Cd0.2Se,1.1
Hg0.8Cd0.2Se1,Hg0.8Cd0.2Se,1.3
Hg0.7Cd0.3Se1,Hg0.7Cd0.3Se,0.55
Hg0.7Cd0.3Se1,Hg0.7Cd0.3Se,1.1
Hg0.6Cd0.4Se1,Hg0.6Cd0.4Se,0.5
Hg0.6Cd0.4Se1,Hg0.6Cd0.4Se,0.4
Hg0.6Cd0.4Se1,Hg0.6Cd0.4Se,0.3
Hg0.6Cd0.4Se1,Hg0.6Cd0.4Se,0.95
Hg0.5Cd0.5Se1,Hg0.5Cd0.5Se,0.4
Hg0.5Cd0.5Se1,Hg0.5Cd0.5Se,0.8
Hg0.4Cd0.6Se1,Hg0.4Cd0.6Se,0.2
Hg0.4Cd0.6Se1,Hg0.4Cd0.6Se,0.7
Hg0.3Cd0.7Se1,Hg0.3Cd0.7Se,0.13
Hg0.3Cd0.7Se1,Hg0.3Cd0.7Se,0.55
Hg0.2Cd0.8Se1,Hg0.2Cd0.8Se,0.45
Hg0.1Cd0.9Se1,Hg0.Cd0.9Se,0.35
Hg0.01Cd0.99Se1,Hg0.01Cd0.99Se,0.29
Cd1Ga2S4,CdGa2S4,3.4
Cd1Ga2S4,CdGa2S4,3.4
Cd1Ga2S4,CdGa2S4,3.4
Cd1Ga2S4,CdGa2S4,3.4
Cd1Ga2S4,CdGa2S4,3.44
Cd1Ga2S4,CdGa2S4,3.44
Cd1Ga2S4,CdGa2S4,3.44
Cd1Ga2S4,CdGa2S4,3.44
Cd1Ga2S4,CdGa2S4,3.44
Cd1Ga2S4,CdGa2S4,3.44
Zn1In2S4,ZnIn2S4,2.99
Zn1In2S4,ZnIn2S4,2.99
Zn1In2S4,ZnIn2S4,2.3499999999999996
Zn1In2S4,ZnIn2S4,2.3499999999999996
Zn1In2S4,ZnIn2S4,2.86
Zn1In2S4,ZnIn2S4,2.86
Zn1In2S4,ZnIn2S4,2.6
Zn1In2S4,ZnIn2S4,2.6
Zn1In2S4,ZnIn2S4,2.6
Zn1In2S4,ZnIn2S4,2.9
Zn1In2S4,ZnIn2S4,2.8
Zn1In2S4,ZnIn2S4,2.85
Zn1In2S4,ZnIn2S4,2.65
Zn1In2S4,ZnIn2S4,2.65
Zn1In2S4,ZnIn2S4,2.5
Zn1In2S4,ZnIn2S4,2.5
Zn1In2S4,ZnIn2S4,2.7
Zn1In2S4,ZnIn2S4,2.7
Zn1In2S4,ZnIn2S4,2.68
Zn1In2S4,ZnIn2S4,2.68
Zn3In2S6,Zn3In2S6,2.8
Zn3In2S6,Zn3In2S6,2.8
Zn3In2S6,Zn3In2S6,2.8
Zn3In2S6,Zn3In2S6,2.8
Zn3In2S6,Zn3In2S6,3.05
Zn2In2S5,Zn2In2S5,2.65
Zn2In2S5,Zn2In2S5,2.65
Zn2In2S5,Zn2In2S5,2.5
Zn2In2S5,Zn2In2S5,2.5
Zn2In2S5,Zn2In2S5,2.7
Zn2In2S5,Zn2In2S5,2.7
Zn2In2S5,Zn2In2S5,2.68
Zn2In2S5,Zn2In2S5,2.68
Zn2In2S5,Zn2In2S5,2.95
Cd1In2S4,CdIn2S4,2.2
Cd1In2S4,CdIn2S4,2.2
Cd1In2S4,CdIn2S4,2.7
Cd1In2S4,CdIn2S4,2.7
Cd1In2S4,CdIn2S4,2.5
Cd1In2S4,CdIn2S4,2.5
Cd1In2S4,CdIn2S4,2.0
Cd1In2S4,CdIn2S4,2.0
Cd1In2S4,CdIn2S4,2.3
Cd1In2S4,CdIn2S4,2.3
Cd1In2S4,CdIn2S4,2.3
Cd1In2S4,CdIn2S4,2.6
Cd1In2S4,CdIn2S4,2.6
Cd1In2S4,CdIn2S4,2.3
Cd1In2S4,CdIn2S4,2.3
Cd1In2S4,CdIn2S4,2.19
Cd1In2S4,CdIn2S4,2.19
Hg1In2S4,HgIn2S4,2.0
Hg1In2S4,HgIn2S4,2.0
Hg1Ga2S4,HgGa2S4,2.79
Hg1Ga2S4,HgGa2S4,2.79
Hg1Ga2S4,HgGa2S4,2.84
Hg1Ga2S4,HgGa2S4,2.84
Hg1Ga2S4,HgGa2S4,2.84
Cd1Tl1S2,CdTlS2,1.5
Cd1Tl1S2,CdTlS2,1.5
Zn1Ga2Se4,ZnGa2Se4,1.72
Zn1Ga2Se4,ZnGa2Se4,1.72
Cd1Ga2Se4,CdGa2Se4,2.75
Cd1Ga2Se4,CdGa2Se4,2.75
Cd1Ga2Se4,CdGa2Se4,2.48
Cd1Ga2Se4,CdGa2Se4,2.48
Cd1Ga2Se4,CdGa2Se4,2.43
Cd1Ga2Se4,CdGa2Se4,2.43
Cd1Ga2Se4,CdGa2Se4,2.1
Cd1Ga2Se4,CdGa2Se4,2.27
Cd1Ga2Se4,CdGa2Se4,2.27
Cd1Ga2Se4,CdGa2Se4,2.41
Cd1Ga2Se4,CdGa2Se4,2.41
Cd1Ga2Se4,CdGa2Se4,2.5
Cd1Ga2Se4,CdGa2Se4,2.5
Cd1Ga2Se4,CdGa2Se4,2.25
Cd1Ga2Se4,CdGa2Se4,2.25
Cd1Ga2Se4,CdGa2Se4,2.2
Cd1Ga2Se4,CdGa2Se4,2.2
Cd1Ga2Se4,CdGa2Se4,2.35
Hg1Ga2Se4,HgGa2Se4,1.95
Hg1Ga2Se4,HgGa2Se4,1.95
Hg1Ga2Se4,HgGa2Se4,1.95
Hg1Ga2Se4,HgGa2Se4,1.79
Hg1Ga2Se4,HgGa2Se4,1.79
Hg1In2Se4,HgIn2Se4,0.6
Zn1In2Se4,ZnIn2Se4,2.05
Zn1In2Se4,ZnIn2Se4,2.05
Zn1In2Se4,ZnIn2Se4,2.0
Zn1In2Se4,ZnIn2Se4,2.6
Zn1In2Se4,ZnIn2Se4,2.6
Zn1In2Se4,ZnIn2Se4,2.6
Zn1In2Se4,ZnIn2Se4,2.6
Zn1In2Se4,ZnIn2Se4,1.95
Zn1In2Se4,ZnIn2Se4,1.95
Zn1In2Se4,ZnIn2Se4,1.82
Zn1In2Se4,ZnIn2Se4,1.82
Cd1In2Se4,CdIn2Se4,2.0
Cd1In2Se4,CdIn2Se4,1.57
Cd1In2Se4,CdIn2Se4,1.72
Cd1In2Se4,CdIn2Se4,1.72
Cd1In2Se4,CdIn2Se4,1.72
Cd1In2Se4,CdIn2Se4,1.3
Cd1In2Se4,CdIn2Se4,1.3
Cd1In2Se4,CdIn2Se4,1.3
Cd1In2Se4,CdIn2Se4,1.45
Cd0.99Se1Ga0.02,Cd0.99SeGa0.02,1.72
Cd0.98Se1Ga0.04,Cd0.98SeGa0.04,1.69
Cd0.95Se1Ga0.1,Cd0.95SeGa0.,1.66
Cd0.92Se1Ga0.16,Cd0.92SeGa0.16,1.62
Cd0.9Se1Ga0.2,Cd0.9SeGa0.2,1.6
Cd0.5Se2Ga1,Cd0.5Se2Ga,2.1
Cd0.25Se2Ga1,Cd0.25Se2Ga,2.16
Cd0.2Se2Ga1,Cd0.2Se2Ga,2.13
Cd0.15Se2Ga1,Cd0.15Se2Ga,2.12
Cd0.1Se2Ga1,Cd0.Se2Ga,2.08
Cd0.05Se2Ga1,Cd0.05Se2Ga,2.02
Cd0.01Se2Ga1,Cd0.01Se2Ga,1.9
Cd1S0.99Se0.01,CdS0.99Se0.01,2.4
Cd1S0.8Se0.2,CdS0.8Se0.2,2.23
Cd1S0.65Se0.35,CdS0.65Se0.35,2.13
Cd1S0.55Se0.45,CdS0.55Se0.45,2.05
Cd1S0.35Se0.65,CdS0.35Se0.65,1.93
Cd1S0.01Se0.99,CdS0.01Se0.99,1.68
Cd1P2S4,CdP2S4,3.76
Cd1P2S4,CdP2S4,3.76
Hg1P1S3,HgPS3,2.6
Hg1P1S3,HgPS3,2.6
Hg3P1S3,Hg3PS3,1.98
Hg3P1S3,Hg3PS3,1.98
Hg3P1S4,Hg3PS4,2.03
Hg3P1S4,Hg3PS4,2.03
Tb2Ge1S5,Tb2GeS5,2.1
Ho2Ge1S5,Ho2GeS5,2.5
Gd6Ge2S14,Gd6Ge2S14,2.2
Ce2Sn3Se9,Ce2Sn3Se9,0.3
Nd2Sn3Se9,Nd2Sn3Se9,0.5
Sm2Sn3Se9,Sm2Sn3Se9,0.7
Ta1Ga1S2,TaGaS2,2.53
Ta1Ga1S2,TaGaS2,2.46
Ta1Ga1S2,TaGaS2,2.56
Ta1Ga1S2,TaGaS2,2.45
Ta1Ga1S2,TaGaS2,2.544
Ta1Ga1S2,TaGaS2,2.4
Ta1Ga1S2,TaGaS2,3.4
Ta1Ga1S2,TaGaS2,3.6
Ta1Ga1Se2,TaGaSe2,2.03
Ta1Ga1Se2,TaGaSe2,2.171
Ta1Ga1Se2,TaGaSe2,2.23
Ta1Ga1Se2,TaGaSe2,2.15
Ta1Ga1Se2,TaGaSe2,1.65
Ta1Ga1Se2,TaGaSe2,2.12
Tl1In1S2,TlInS2,2.2
Tl1In1S2,TlInS2,2.2
Tl1In1S2,TlInS2,2.3
Tl1In1S2,TlInS2,2.3
Tl1In1S2,TlInS2,2.25
Tl1In1S2,TlInS2,2.52
Tl1In1S2,TlInS2,2.2
Tl1In1S2,TlInS2,2.2
Tl1In1Se2,TlInSe2,1.19
Tl1In1Se2,TlInSe2,1.14
Tl1In1Se2,TlInSe2,1.44
Tl1In1Se2,TlInSe2,1.12
Tl1In1Se2,TlInSe2,1.18
Tl1In1Se2,TlInSe2,1.2
Tl1In1Se2,TlInSe2,1.2
Tl1In1Se2,TlInSe2,1.07
Tl1In1Se2,TlInSe2,1.21
Tl1In1Se2,TlInSe2,1.21
Tl1In1Se2,TlInSe2,1.22
Tl1In1Se2,TlInSe2,1.4
Tl1In1Se2,TlInSe2,1.1
In1P2S4,InP2S4,2.75
In1P2S4,InP2S4,2.75
In1P2S4,InP2S4,2.42
In1P2S4,InP2S4,2.42
Tl1Sb1S2,TlSbS2,1.92
Tl1Sb1S2,TlSbS2,1.92
Tl1Sb1S2,TlSbS2,1.92
Tl1Sb1S2,TlSbS2,1.42
Tl1Sb1S2,TlSbS2,1.42
Tl1Sb1S2,TlSbS2,1.42
Tl1Sb1S2,TlSbS2,1.54
Tl1Sb1S2,TlSbS2,1.54
Tl1Sb1S2,TlSbS2,1.54
Tl1Sb1S2,TlSbS2,1.88
Tl1Sb1S2,TlSbS2,1.88
Tl1Sb1S2,TlSbS2,1.88
Tl1Bi1S2,TlBiS2,0.7
Tl1Bi1S2,TlBiS2,0.7
Tl1Bi1S2,TlBiS2,0.4
Tl1Bi1S2,TlBiS2,0.4
Tl1Bi1S2,TlBiS2,0.38
Tl1Bi1S2,TlBiS2,0.38
Tl1Bi1S2,TlBiS2,0.36
Tl1Bi1S2,TlBiS2,0.36
Tl1Bi1S2,TlBiS2,0.9
Tl1Bi1S2,TlBiS2,0.58
Tl1Bi1S2,TlBiS2,0.9
Tl3V1S4,Tl3VS4,1.7
Tl3V1S4,Tl3VS4,1.7
Tl3V1S4,Tl3VS4,1.76
Tl3V1S4,Tl3VS4,1.76
Tl3V1S4,Tl3VS4,1.97
Tl3V1S4,Tl3VS4,1.97
Tl3Ta1S4,Tl3TaS4,2.18
Tl3Ta1S4,Tl3TaS4,2.18
Tl3Ta1S4,Tl3TaS4,2.7
Tl3Ta1S4,Tl3TaS4,2.7
In1P2Se4,InP2Se4,1.29
In1P2Se4,InP2Se4,1.29
Tl1P1Se2,TlPSe2,0.6
Tl1P1Se2,TlPSe2,0.6
Tl1P1Se2,TlPSe2,0.5
Tl1P1Se2,TlPSe2,0.5
Tl1As1S2,TlAsS2,2.15
Tl1As1S2,TlAsS2,2.15
Tl1As1S2,TlAsS2,2.22
Tl1As1S2,TlAsS2,2.22
Tl1As1S2,TlAsS2,1.6
Tl1As1Se2,TlAsSe2,1.4
Tl1As1Se2,TlAsSe2,1.4
Tl1As1Se2,TlAsSe2,1.4
Tl1As1Se2,TlAsSe2,1.35
Tl1Sb1Se2,TlSbSe2,0.82
Tl1Sb1Se2,TlSbSe2,0.82
Tl1Sb1Se2,TlSbSe2,0.82
Tl1Bi1Se2,TlBiSe2,0.28
Tl1Bi1Se2,TlBiSe2,0.28
Tl1Bi1Se2,TlBiSe2,0.28
Tl1Bi1Se2,TlBiSe2,0.24
Tl1Bi1Se2,TlBiSe2,0.24
Tl1Bi1Se2,TlBiSe2,0.8
Tl1Bi1Se2,TlBiSe2,0.8
Tl1P1S2,TlPS2,1.7
Tl1P1S2,TlPS2,1.7
Tl1P1S2,TlPS2,1.6
Tl1P1S2,TlPS2,1.6
La1In3S6,LaIn3S6,1.03
Ce1In3S6,CeIn3S6,1.11
Pr1In3S6,PrIn3S6,1.14
Nd1In3S6,NdIn3S6,1.15
Sm1In3S6,SmIn3S6,1.18
Gd1In3S6,GdIn3S6,1.13
Tb1In3S6,TbIn3S6,1.2
Dy1In3S6,DyIn3S6,1.22
Ho1In3S6,HoIn3S6,1.23
Er1In3S6,ErIn3S6,1.28
Yb1In3S6,YbIn3S6,1.31
Lu1In3S6,LuIn3S6,1.27
La2Ge1Se5,La2GeSe5,1.24
Ce2Ge1Se5,Ce2GeSe5,1.7
Pr2Ge1Se5,Pr2GeSe5,1.8
La2Ge2Se7,La2Ge2Se7,1.08
Ce2Ge2Se7,Ce2Ge2Se7,1.1
Pr2Ge2Se7,Pr2Ge2Se7,1.32
Eu1Sb4S7,EuSb4S7,0.98
Eu3Sb4S9,Eu3Sb4S9,1.2
Eu3Sb4Se9,Eu3Sb4Se9,1.08
Eu3Bi4S9,Eu3Bi4S9,1.18
La2Hf1S5,La2HfS5,0.7
Nd2Hf1S5,Nd2HfS5,0.7
Ho2Hf1S5,Ho2HfS5,1.0
Ga1Sb0.999Se0.003,GaSb0.999Se0.003,0.705
Ga1Sb0.998Se0.006,GaSb0.998Se0.006,0.698
Ga1Sb0.995Se0.015,GaSb0.995Se0.015,0.64
Ga1Sb0.99Se0.03,GaSb0.99Se0.03,0.62
Ga1Sb0.98Se0.06,GaSb0.98Se0.06,0.63
Ga1Sb0.95Se0.15,GaSb0.95Se0.15,0.66
Ga1Sb0.9Se0.3,GaSb0.9Se0.3,0.67
Pb0.93Sn0.07Se1,Pb0.93Sn0.07Se,0.075
Pb0.87Sn0.13Se1,Pb0.87Sn0.13Se,0.02
Pb0.85Sn0.15Se1,Pb0.85Sn0.15Se,0.07
Pb0.85Sn0.15Se1,Pb0.85Sn0.15Se,0.08
Pb0.85Sn0.15Se1,Pb0.85Sn0.15Se,0.13
Pb0.85Sn0.15Se1,Pb0.85Sn0.15Se,0.14
Pb0.83Sn0.17Se1,Pb0.83Sn0.17Se,0.035
Pb0.8Sn0.2Se1,Pb0.8Sn0.2Se,0.058
Pb0.8Sn0.2Se1,Pb0.8Sn0.2Se,0.06
Pb0.8Sn0.2Se1,Pb0.8Sn0.2Se,0.08
Pb0.92Sn0.08Se1,Pb0.92Sn0.08Se,0.059
Pb1Sn1S3,PbSnS3,0.9
Pb1Sn1S3,PbSnS3,1.05
Sn1Ge1S3,SnGeS3,2.23
Pb1Ge1S3,PbGeS3,2.4
Pb0.99Ge0.01Se1,Pb0.99Ge0.01Se,0.27
Pb0.95Ge0.05Se1,Pb0.95Ge0.05Se,0.28
Pb0.9Ge0.1Se1,Pb0.9Ge0.Se,0.3
Pb0.8Ge0.2Se1,Pb0.8Ge0.2Se,0.35
Pb0.7Ge0.3Se1,Pb0.7Ge0.3Se,0.4
Pb0.99Sn0.01Se1,Pb0.99Sn0.01Se,0.16
Pb0.99Sn0.01Se1,Pb0.99Sn0.01Se,0.17
Pb0.99Sn0.01Se1,Pb0.99Sn0.01Se,0.22
Pb0.99Sn0.01Se1,Pb0.99Sn0.01Se,0.26
Pb0.95Sn0.05Se1,Pb0.95Sn0.05Se,0.12
Pb0.94Sn0.06Se1,Pb0.94Sn0.06Se,0.14
Pb0.94Sn0.06Se1,Pb0.94Sn0.06Se,0.17
Pb0.94Sn0.06Se1,Pb0.94Sn0.06Se,0.22
Pb0.9Sn0.1Se1,Pb0.9Sn0.Se,0.08
Pb0.9Sn0.1Se1,Pb0.9Sn0.Se,0.12
Pb0.9Sn0.1Se1,Pb0.9Sn0.Se,0.17
Pb0.75Sn0.25Se1,Pb0.75Sn0.25Se,0.04
Pb1Sb2Se4,PbSb2Se4,1.8
Sn1S0.99Se0.01,SnS0.99Se0.01,1.11
Sn1S0.99Se0.01,SnS0.99Se0.01,1.08
Sn1S0.8Se0.2,SnS0.8Se0.2,1.07
Sn1S0.8Se0.2,SnS0.8Se0.2,1.03
Sn1S0.4Se0.6,SnS0.4Se0.6,1.02
Sn1S0.4Se0.6,SnS0.4Se0.6,0.98
Sn1S0.25Se0.75,SnS0.25Se0.75,0.99
Sn1S0.25Se0.75,SnS0.25Se0.75,0.94
Sn1S0.01Se0.99,SnS0.01Se0.99,0.95
Sn1S0.01Se0.99,SnS0.01Se0.99,0.89
Pb1Te0.99Se0.01,PbTe0.99Se0.01,0.297
Pb1Te0.99Se0.01,PbTe0.99Se0.01,0.318
Pb1Te0.5Se0.5,PbTe0.5Se0.5,0.285
Pb1Te0.5Se0.5,PbTe0.5Se0.5,0.3
Pb1Te0.05Se0.95,PbTe0.05Se0.95,0.262
Pb1Te0.05Se0.95,PbTe0.05Se0.95,0.283
Pb1Te0.01Se0.99,PbTe0.01Se0.99,0.256
Pb1Te0.01Se0.99,PbTe0.01Se0.99,0.281
Pb1Se0.99S0.01,PbSe0.99S0.01,0.255
Pb1Se0.99S0.01,PbSe0.99S0.01,0.281
Pb1Se0.95S0.05,PbSe0.95S0.05,0.257
Pb1Se0.95S0.05,PbSe0.95S0.05,0.283
Pb1Se0.9S0.1,PbSe0.9S0.,0.272
Pb1Se0.9S0.1,PbSe0.9S0.,0.294
Pb1Se0.5S0.5,PbSe0.5S0.5,0.325
Pb1Se0.5S0.5,PbSe0.5S0.5,0.343
Pb1Se0.2S0.8,PbSe0.2S0.8,0.392
Pb1Se0.01S0.99,PbSe0.01S0.99,0.366
Pb1Se0.01S0.99,PbSe0.01S0.99,0.41
Bi2Te2Se1,Bi2Te2Se,0.3
Bi2Te0.45Se2,Bi2Te0.45Se2,0.2
Bi8Te7S5,Bi8Te7S5,0.4
Bi2Te2Se0.03,Bi2Te2Se0.03,0.15
Bi2Te2Se0.03,Bi2Te2Se0.03,0.155
Bi2Te2Se0.3,Bi2Te2Se0.3,0.204
Bi2Te2Se0.3,Bi2Te2Se0.3,0.208
Bi2Te2Se0.6,Bi2Te2Se0.6,0.25
Bi2Te2Se0.6,Bi2Te2Se0.6,0.27
Bi2Te2Se0.9,Bi2Te2Se0.9,0.29
Bi2Te2Se0.9,Bi2Te2Se0.9,0.3
Bi2Te1Se1,Bi2TeSe,0.26
Bi2Te1Se1,Bi2TeSe,0.28
Bi2Te1Se1,Bi2TeSe,0.29
Bi2Te1Se1,Bi2TeSe,0.24
Bi2Te1Se1,Bi2TeSe,0.26
Bi2Te1Se1,Bi2TeSe,0.28
Bi2Te0.9Se2,Bi2Te0.9Se2,0.22
Bi2Te0.9Se2,Bi2Te0.9Se2,0.26
Bi2Te0.9Se2,Bi2Te0.9Se2,0.28
Bi2Te0.6Se2,Bi2Te0.6Se2,0.2
Bi2Te0.6Se2,Bi2Te0.6Se2,0.24
Bi2Te0.6Se2,Bi2Te0.6Se2,0.28
Bi2Te0.3Se2,Bi2Te0.3Se2,0.19
Bi2Te0.3Se2,Bi2Te0.3Se2,0.24
Bi2Te0.3Se2,Bi2Te0.3Se2,0.275
Bi2Te0.03Se2,Bi2Te0.03Se2,0.16
Bi2Te0.03Se2,Bi2Te0.03Se2,0.23
Bi2Te0.03Se2,Bi2Te0.03Se2,0.27
Sb1S1Br1,SbSBr,2.17
Sb1S1Br1,SbSBr,2.17
Sb1S1Br1,SbSBr,2.21
Sb1S1Br1,SbSBr,2.21
Sb1S1Br1,SbSBr,2.22
Sb1S1I1,SbSI,1.84
Sb1S1I1,SbSI,1.84
Sb1S1I1,SbSI,1.96
Sb1S1I1,SbSI,1.96
Sb1S1I1,SbSI,1.95
Sb1S1I1,SbSI,1.92
Sb1S1I1,SbSI,1.82
Sb1S1I1,SbSI,1.82
Sb1S1I1,SbSI,1.85
Sb1S1I1,SbSI,1.93
Sb1S1I1,SbSI,1.95
Sb1S1I1,SbSI,1.96
Sb1S1I1,SbSI,1.97
Sb1S1I1,SbSI,1.99
Sb1S1I1,SbSI,1.96
Sb1S1I1,SbSI,1.95
Sb1S1I1,SbSI,1.99
Sb1S1I1,SbSI,2.02
Sb1S1I1,SbSI,2.02
Sb1S1I1,SbSI,2.02
Bi1S1Cl1,BiSCl,1.89
Bi1S1Cl1,BiSCl,1.93
Bi1S1Br1,BiSBr,1.88
Bi1S1Br1,BiSBr,1.88
Bi1S1Br1,BiSBr,1.92
Bi1S1Br1,BiSBr,1.92
Bi1S1I1,BiSI,1.56
Bi1S1I1,BiSI,1.56
Bi1S1I1,BiSI,1.58
Bi1S1I1,BiSI,1.58
